,2010 Census Tract,Wht%,Blc%,Ind%,Asn%,Mix%,His%,20002001_0-4,20002001_5-9,20002001_10-14,20012002_0-4,20012002_5-9,20012002_10-14,20022003_0-4,20022003_5-9,20022003_10-14,20032004_0-4,20032004_5-9,20032004_10-14,20042005_0-4,20042005_5-9,20042005_10-14,20052006_0-4,20052006_5-9,20052006_10-14,20062007_0-4,20062007_5-9,20062007_10-14,20072008_0-4,20072008_5-9,20072008_10-14,20082009_0-4,20082009_5-9,20082009_10-14,20092010_0-4,20092010_5-9,20092010_10-14,20102011_0-4,20102011_5-9,20102011_10-14,20112012_0-4,20112012_5-9,20112012_10-14,20122013_0-4,20122013_5-9,20122013_10-14,20132014_0-4,20132014_5-9,20132014_10-14,20142015_0-4,20142015_5-9,20142015_10-14,20152016_0-4,20152016_5-9,20152016_10-14,20162017_0-4,20162017_5-9,20162017_10-14,20172018_0-4,20172018_5-9,20172018_10-14
121,288.0,0.36976047904191617,0.010479041916167664,0.0014970059880239522,0.37425149700598803,0.0074850299401197605,0.23353293413173654,-17,22,21,5,-6,2,3,-5,-3,7,-4,-1,2,-2,-4,-6,5,0,-3,-8,-9,3,7,-3,3.0,3.0,-9.0,-23.0,-21.0,-4.0,2,2,4,1,4,4,1,3,4,1,2,4,2,3,4,1,0,0,0,1,0,1,1,-1
122,290.0,0.6850117096018735,0.00468384074941452,0.0,0.13348946135831383,0.02459016393442623,0.14988290398126464,49,19,38,6,-6,3,3,-7,-4,11,-4,-2,4,-4,-4,-9,7,0,-5,-10,-9,6,9,-5,2.0,4.0,-12.0,-32.0,-27.0,-3.0,2,4,5,2,4,5,2,3,4,2,3,5,1,4,4,2,0,0,0,2,0,1,0,-1
123,292.0,0.43862815884476536,0.010830324909747292,0.0,0.3194945848375451,0.016245487364620937,0.2148014440433213,33,13,25,5,-4,2,2,-4,-2,7,-2,-1,2,-2,-3,-5,3,-1,-3,-5,-6,4,6,-3,1.0,2.0,-6.0,-21.0,-16.0,-3.0,1,2,3,2,3,3,0,2,3,2,2,3,2,2,4,0,1,0,0,0,0,1,0,0
124,294.0,0.3843843843843844,0.009009009009009009,0.0,0.4024024024024024,0.06306306306306306,0.13513513513513514,-12,-43,15,3,-2,1,1,-3,-2,4,-1,-1,1,-1,-3,-3,1,0,-2,-3,-4,2,3,-3,1.0,1.0,-4.0,-12.0,-8.0,-2.0,1,1,3,1,2,1,1,1,3,0,1,2,0,2,3,1,-1,-1,0,1,0,1,-1,0
125,296.0,0.512280701754386,0.007894736842105263,0.002631578947368421,0.28771929824561404,0.03245614035087719,0.15350877192982457,-16,138,51,6,-9,4,5,-11,-5,11,-6,-2,5,-4,-7,-10,8,-1,-5,-14,-12,5,14,-7,3.0,5.0,-15.0,-35.0,-38.0,-5.0,2,5,6,2,5,7,3,5,6,2,6,7,2,4,6,0,1,0,2,2,0,1,1,-1
126,298.0,0.3593556381660471,0.013630731102850062,0.0,0.355638166047088,0.007434944237918215,0.2589838909541512,26,57,73,6,-5,2,3,-7,-2,9,-3,-2,4,-3,-4,-8,6,0,-5,-9,-10,6,9,-4,2.0,3.0,-11.0,-29.0,-24.0,-4.0,2,3,5,2,3,4,1,3,5,2,4,5,2,3,4,1,1,0,0,0,0,1,2,0
127,421.0,0.023809523809523808,0.16666666666666666,0.000992063492063492,0.04365079365079365,0.005952380952380952,0.7569444444444444,-72,-48,2,7,-7,4,4,-7,-2,11,-4,-1,5,-3,-4,-9,9,0,-6,-11,-10,5,13,-5,3.0,3.0,-15.0,-34.0,-34.0,-6.0,2,4,5,2,4,6,2,4,5,2,5,6,3,4,5,0,2,1,1,0,0,1,2,1
128,428.0,0.5889212827988338,0.0,0.0,0.2755102040816326,0.02040816326530612,0.11224489795918367,45,51,55,5,-6,2,3,-7,-3,9,-4,-2,3,-3,-5,-7,6,1,-3,-9,-9,3,8,-4,2.0,3.0,-8.0,-25.0,-21.0,-3.0,2,3,4,2,3,4,1,4,4,2,2,5,1,3,3,0,1,0,1,0,0,1,1,-1
129,430.0,0.4463087248322148,0.0016778523489932886,0.0,0.3691275167785235,0.018456375838926176,0.1644295302013423,24,-21,-4,4,-4,2,3,-5,-2,6,-2,-2,3,-2,-3,-5,3,-1,-4,-5,-6,4,5,-4,0.0,2.0,-7.0,-20.0,-16.0,-3.0,1,2,4,2,3,3,1,2,4,1,2,2,1,2,4,1,0,0,1,1,-1,0,0,0
130,432.0,0.3492647058823529,0.007352941176470588,0.0,0.3541666666666667,0.01838235294117647,0.26838235294117646,48,57,15,6,-6,2,4,-7,-1,10,-4,-2,4,-3,-3,-8,6,0,-5,-9,-8,5,10,-4,2.0,3.0,-10.0,-31.0,-27.0,-3.0,2,3,4,2,4,4,2,4,4,1,3,4,2,5,4,1,0,0,1,1,0,0,0,-1
131,434.0,0.44197952218430037,0.008532423208191127,0.0,0.2832764505119454,0.015358361774744027,0.24573378839590443,-32,-32,-33,3,-5,2,2,-5,-2,5,-3,-2,3,-3,-3,-5,5,-1,-3,-7,-7,3,7,-4,1.0,2.0,-9.0,-17.0,-19.0,-3.0,1,2,3,1,3,5,1,2,3,1,3,4,1,2,3,1,1,0,1,1,0,0,0,0
132,436.0,0.4878361075544174,0.0076824583866837385,0.0,0.2765685019206146,0.02560819462227913,0.19078104993597952,56,23,8,6,-6,2,4,-7,-3,9,-4,-1,4,-3,-4,-8,6,-1,-5,-8,-9,5,9,-4,2.0,2.0,-11.0,-28.0,-24.0,-4.0,2,4,5,2,3,4,1,3,4,2,3,5,2,3,5,1,1,0,0,1,0,1,0,-1
133,462.01,0.7038123167155426,0.008797653958944282,0.0,0.14809384164222875,0.030791788856304986,0.10557184750733138,51,73,36,5,-5,1,4,-7,-1,7,-4,-2,4,-3,-3,-7,6,0,-4,-8,-6,4,9,-3,2.0,3.0,-9.0,-26.0,-23.0,-1.0,2,3,3,2,3,4,1,4,3,2,3,4,0,3,3,2,1,-1,0,1,0,1,0,1
134,464.0,0.9524528301886792,0.0030188679245283017,0.0,0.01509433962264151,0.0022641509433962265,0.026415094339622643,62,78,138,9,-9,5,6,-9,-2,14,-7,-2,6,-3,-7,-12,9,-1,-7,-9,-9,7,15,-7,4.0,9.0,-14.0,-46.0,-38.0,-3.0,3,5,7,3,4,7,3,6,6,2,4,7,3,5,7,1,2,0,2,2,1,0,3,1
135,468.0,0.9705583756345177,0.0,0.0,0.003045685279187817,0.009137055837563452,0.016243654822335026,230,278,193,8,-8,3,4,-7,-1,13,-6,-2,6,-2,-3,-11,10,1,-6,-7,-6,6,13,-4,2.0,4.0,-13.0,-38.0,-29.0,2.0,3,5,5,2,5,4,2,3,5,3,6,5,1,4,4,2,1,1,0,1,-1,2,1,0
136,470.0,0.985996705107084,0.0,0.0,0.0008237232289950577,0.004942339373970346,0.007413509060955519,35,36,9,9,-8,4,5,-9,-3,13,-6,-3,6,-5,-6,-11,8,0,-7,-10,-10,7,14,-7,3.0,8.0,-13.0,-43.0,-37.0,-4.0,2,4,6,3,5,7,3,5,6,2,5,6,3,4,6,1,2,0,2,2,1,0,2,0
137,472.0,0.9802399435426958,0.011291460832745237,0.0,0.0,0.004234297812279464,0.004234297812279464,145,110,-1,10,-11,5,8,-11,-3,17,-8,-3,7,-4,-7,-15,10,-1,-9,-10,-10,9,16,-7,5.0,7.0,-16.0,-55.0,-41.0,-2.0,4,6,7,3,6,7,3,6,8,4,5,7,3,6,7,1,2,0,1,2,0,2,1,-1
138,474.0,0.9878147847278635,0.0,0.0,0.0008123476848090983,0.005686433793663688,0.004061738424045491,146,75,-12,9,-8,4,6,-9,-3,16,-7,-3,7,-5,-5,-14,9,-1,-8,-10,-9,8,13,-7,3.0,7.0,-13.0,-48.0,-37.0,-3.0,2,5,6,3,5,6,3,5,6,3,5,6,4,5,6,1,1,0,1,2,-1,2,1,1
139,476.0,0.937123745819398,0.004013377926421404,0.0,0.008695652173913044,0.01137123745819398,0.034782608695652174,101,95,18,11,-11,5,7,-11,-3,18,-7,-3,7,-5,-9,-14,9,-1,-9,-12,-12,9,17,-8,4.0,9.0,-18.0,-56.0,-44.0,-4.0,4,6,9,3,5,7,4,6,8,3,6,8,3,6,9,2,2,0,1,1,0,1,3,0
140,478.0,0.838165524512388,0.007380073800738007,0.0,0.03110173958882446,0.008961518186610437,0.10911966262519768,50,54,50,14,-12,7,8,-12,-2,22,-9,-3,10,-4,-9,-19,13,0,-11,-15,-17,11,22,-9,5.0,11.0,-25.0,-68.0,-59.0,-6.0,4,7,10,4,8,10,4,7,11,5,7,10,3,7,11,2,3,0,2,3,1,2,3,0
141,480.0,0.770140428677014,0.011825572801182557,0.0,0.090169992609017,0.017738359201773836,0.10938654841093866,86,159,66,9,-11,5,7,-10,-3,15,-7,-2,7,-5,-6,-13,12,0,-8,-13,-11,8,17,-7,3.0,7.0,-16.0,-49.0,-42.0,-3.0,3,6,7,3,5,7,3,6,6,3,6,8,3,6,6,2,1,1,0,2,-1,1,2,1
142,484.0,0.7412140575079872,0.03461128860489883,0.0005324813631522897,0.07294994675186368,0.01437699680511182,0.1283280085197018,23,116,115,12,-14,7,7,-14,-5,20,-8,-3,7,-6,-10,-15,13,-1,-10,-18,-17,9,23,-11,4.0,11.0,-24.0,-59.0,-59.0,-6.0,4,7,10,3,8,11,3,7,10,5,7,11,3,8,10,2,3,0,1,3,1,1,2,0
143,486.0,0.26624548736462095,0.018050541516245487,0.007220216606498195,0.3971119133574007,0.0388086642599278,0.26985559566787004,-21,45,63,8,-8,4,4,-8,-2,12,-6,-2,5,-3,-5,-10,9,1,-5,-11,-11,5,14,-5,3.0,6.0,-13.0,-37.0,-36.0,-4.0,3,5,6,2,4,6,2,5,5,2,4,6,2,5,6,1,2,1,1,2,0,1,2,0
144,488.0,0.5360655737704918,0.03770491803278689,0.006557377049180328,0.22459016393442624,0.040983606557377046,0.15081967213114755,-38,-2,-3,7,-10,4,5,-9,-4,12,-6,-2,6,-5,-7,-11,8,-1,-7,-11,-12,7,14,-7,3.0,7.0,-14.0,-39.0,-38.0,-5.0,2,5,7,2,4,6,3,5,7,2,5,6,3,5,7,1,1,-1,1,1,1,0,2,0
145,489.0,0.011035653650254669,0.42614601018675724,0.001697792869269949,0.003395585738539898,0.004244482173174873,0.5534804753820034,-1,-72,-56,8,-7,5,4,-8,-3,13,-5,-3,4,-3,-7,-10,6,-2,-5,-11,-13,6,12,-7,2.0,6.0,-15.0,-37.0,-34.0,-7.0,2,4,7,3,5,7,2,4,7,2,4,7,2,4,7,1,2,1,1,1,-1,1,1,1
146,490.0,0.5595744680851064,0.05602836879432624,0.0035460992907801418,0.20567375886524822,0.04184397163120567,0.11914893617021277,-28,33,-3,10,-10,4,6,-12,-4,16,-7,-2,7,-4,-7,-13,10,0,-9,-14,-16,8,15,-6,4.0,6.0,-19.0,-50.0,-43.0,-6.0,3,5,8,3,6,7,3,6,8,4,6,8,3,6,7,0,1,0,2,2,0,2,1,0
147,492.0,0.31986143187066973,0.12240184757505773,0.0023094688221709007,0.24826789838337182,0.03002309468822171,0.2575057736720554,37,30,17,6,-6,3,4,-7,-2,9,-5,-1,4,-2,-5,-7,7,0,-6,-9,-9,6,9,-4,2.0,3.0,-13.0,-31.0,-26.0,-4.0,2,3,5,2,4,4,2,3,5,2,3,5,1,4,5,1,1,0,1,1,0,1,0,-1
148,494.0,0.4530956848030019,0.0947467166979362,0.001876172607879925,0.21200750469043153,0.04409005628517824,0.18667917448405252,13,4,-41,7,-8,2,4,-9,-3,12,-6,-2,6,-3,-5,-11,7,0,-5,-11,-12,5,13,-6,3.0,4.0,-14.0,-37.0,-34.0,-3.0,2,5,6,2,5,6,3,4,7,2,5,5,3,6,6,0,0,-1,1,1,0,2,0,0
149,508.04,0.0200133422281521,0.5036691127418279,0.00133422281521014,0.024683122081387593,0.01134089392928619,0.43162108072048033,501,441,439,12,-11,3,7,-10,-2,19,-6,-3,8,-4,-7,-17,11,0,-9,-15,-14,9,18,-7,4.0,3.0,-21.0,-57.0,-43.0,-6.0,3,5,8,4,6,7,4,6,9,3,5,8,3,6,8,2,2,-1,1,2,0,2,1,0
150,516.01,0.015231788079470199,0.6920529801324503,0.005298013245033113,0.035099337748344374,0.01456953642384106,0.23576158940397351,457,433,499,11,-10,6,6,-11,-4,16,-7,-3,8,-3,-8,-14,9,0,-8,-13,-17,8,15,-9,4.0,6.0,-21.0,-53.0,-43.0,-8.0,3,6,9,3,5,9,4,5,8,3,5,9,3,5,9,1,3,0,2,1,0,1,2,1
151,610.02,0.9457478005865103,0.0,0.002932551319648094,0.008797653958944282,0.017595307917888565,0.021994134897360705,168,123,132,5,-6,2,5,-6,-4,9,-4,-3,4,-3,-4,-8,5,0,-5,-8,-8,5,7,-4,2.0,1.0,-8.0,-29.0,-18.0,-3.0,2,3,4,2,2,4,1,3,4,2,3,3,2,3,5,1,0,-1,0,0,-1,1,1,0
152,696.02,0.6178977272727273,0.19460227272727273,0.0007102272727272727,0.053267045454545456,0.026278409090909092,0.09801136363636363,351,455,481,8,-10,4,5,-13,-5,13,-8,-5,6,-5,-8,-12,9,-2,-6,-15,-16,6,16,-9,3.0,10.0,-17.0,-40.0,-44.0,-6.0,2,6,8,3,5,9,3,5,8,2,6,8,3,5,9,0,2,0,2,2,0,0,1,0
153,726.0,0.0,0.8910411622276029,0.0,0.0,0.04600484261501211,0.048426150121065374,-21,-27,-63,3,-3,1,2,-4,-1,4,-1,-2,2,-3,-2,-4,3,0,-2,-4,-6,2,4,-2,2.0,1.0,-7.0,-14.0,-12.0,-2.0,0,1,2,1,2,3,1,2,3,1,1,2,1,2,2,1,0,1,-1,1,-1,1,0,1
154,902.0,0.006548175865294668,0.696913002806361,0.004677268475210477,0.009354536950420954,0.013096351730589336,0.2637979420018709,-217,-289,-218,6,-7,4,5,-7,-2,11,-4,-2,5,-4,-7,-10,6,-1,-6,-9,-12,6,11,-5,3.0,7.0,-14.0,-34.0,-32.0,-6.0,2,4,6,2,4,7,2,3,6,2,5,7,3,3,5,1,2,1,0,1,0,0,1,0
155,906.0,0.005639097744360902,0.6622807017543859,0.002506265664160401,0.0037593984962406013,0.010025062656641603,0.3151629072681704,-34,-13,-16,9,-10,7,5,-11,-3,16,-8,-3,5,-4,-7,-11,10,-2,-8,-13,-16,7,19,-9,3.0,9.0,-20.0,-46.0,-51.0,-8.0,2,6,10,3,6,8,3,7,10,3,5,8,3,7,10,1,2,0,2,3,1,1,2,1
156,1144.0,0.006435006435006435,0.5392535392535392,0.001287001287001287,0.014157014157014158,0.009009009009009009,0.40797940797940796,249,230,256,6,-5,2,3,-5,-1,10,-4,-2,3,-3,-4,-7,6,-1,-5,-7,-7,4,9,-4,2.0,5.0,-10.0,-28.0,-23.0,-3.0,2,3,4,2,3,5,1,2,4,2,3,5,1,3,4,2,1,0,0,1,0,1,1,1
